Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.,Total Strike Landed R4  Disp.,Total Strike Missed R4  Disp.,Non-Sig. Strike Landed R4  Disp.,Non-Sig. Strike Missed R4  Disp.,Sig. Strike Landed R4  Disp.,Sig. Strike Missed R4  Disp.,Head R4  Disp.,Body R4  Disp.,Leg R4  Disp.,Distance R4  Disp.,Clinch R4  Disp.,Ground R4  Disp.,Knockdowns R4  Disp.,TD Completed R4  Disp.,TD Missed R4  Disp.,Sub. Att R4  Disp.,Rev. R4  Disp.,Ctrl Time (Minutes) R4  Disp.,Total Strike Landed R5  Disp.,Total Strike Missed R5  Disp.,Non-Sig. Strike Landed R5  Disp.,Non-Sig. Strike Missed R5  Disp.,Sig. Strike Landed R5  Disp.,Sig. Strike Missed R5  Disp.,Head R5  Disp.,Body R5  Disp.,Leg R5  Disp.,Distance R5  Disp.,Clinch R5  Disp.,Ground R5  Disp.,Knockdowns R5  Disp.,TD Completed R5  Disp.,TD Missed R5  Disp.,Sub. Att R5  Disp.,Rev. R5  Disp.,Ctrl Time (Minutes) R5  Disp.
Joseph Benavidez,Henry Cejudo,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Marcos Rosales 29 - 27. Glenn Trowbridge 26 - 30. Derek Cleary 27 - 29.,Flyweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,1,2,0,0,1,2,-1,-2,4,5,-4,0,-1,-1,-2,0,0,-0.083333333,1,11,0,0,1,11,3,-1,-1,3,-2,0,0,0,0,0,0,0,-3,23,-2,0,-1,23,8,-7,-2,1,-2,0,0,0,-4,0,0,-0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Ellenberger,Jorge Masvidal,0,1,KO/TKO,1,4:05,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,Welterweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,1,-39,0,-6,-1,-33,1,-19,-8,-6,-17,-10,-6,0,0,1,0,0,-0.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion Cutelaba,Jared Cannonier,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29. Marcos Rosales 28 - 29.,Light Heavyweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,9,23,-4,0,13,23,8,5,0,4,4,5,0,2,0,0,0,1.75,-24,5,-11,-1,-13,6,-8,-2,-3,-11,-2,0,0,3,-2,0,0,0.333333333,-18,32,-4,-1,-14,33,-15,1,0,-9,-5,0,0,1,1,0,0,-0.466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sara McMann,Alexis Davis,1,0,Submission,2,2:52,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control,Women's Bantamweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,2,-30,11,-25,-3,-5,14,-4,1,-2,-1,0,-4,0,1,0,-1,0,-3.816666667,0,0,2,0,-2,0,-2,0,0,-2,0,0,0,1,0,1,0,-2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Moreno,Ryan Benoit,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mark Smith,Jeff Mullen 28 - 29. Rick Winter 29 - 28. Junichiro Kamijo 28 - 29.,Flyweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,14,13,4,0,10,13,1,1,8,5,5,0,0,3,2,0,0,1.616666667,24,13,16,0,8,13,6,1,1,5,0,3,-1,2,0,0,0,1.85,15,-7,2,0,13,-7,7,2,4,12,1,0,0,0,5,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray Maynard,Ryan Hall,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Patricia Morse-Jarman 27 - 30. Derek Cleary 27 - 30. Glenn Trowbridge 28 - 29.,Featherweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,-8,-13,-1,0,-7,-13,1,-6,-2,-6,-1,0,0,0,-1,0,0,0.966666667,-15,-21,-1,0,-14,-21,-3,-7,-4,-15,0,1,0,0,-1,0,0,0.516666667,-13,-4,0,3,-13,-7,-8,-1,-4,-13,-1,1,0,0,0,0,0,1.483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Font,Matt Schnell,1,0,KO/TKO,1,3:47,3 Rnd (5-5-5),Yves Lavigne,Punch to Head In Clinch,Bantamweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,1,7,-11,-5,1,12,-12,11,4,-3,-2,1,13,1,1,0,1,0,2.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dong Hyun Ma,Brendan O'Reilly,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Glenn Trowbridge 28 - 29. Rick Winter 28 - 29.,Lightweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,48,3,37,3,11,0,4,1,6,-1,1,11,0,2,-1,0,0,3.466666667,3,3,5,3,-2,0,-2,1,-1,-1,-3,2,0,1,0,-1,0,1.983333333,-23,-3,-10,-1,-13,-2,-10,-3,0,-2,-9,-2,0,1,-1,0,-1,0.783333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kailin Curran,Jamie Moyle,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30. Patricia Morse-Jarman 27 - 30. Derek Cleary 27 - 30.,Women's Strawweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,-14,4,-4,-5,-10,9,-6,-6,2,-3,-4,-3,0,-1,-2,1,0,2.516666667,-13,13,-3,-1,-10,14,-2,0,-8,-5,-2,-3,0,-1,-2,0,0,1.916666667,2,11,8,-5,-6,16,1,-3,-4,-7,0,1,0,-1,-3,0,0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elvis Mutapcic,Anthony Smith,0,1,KO/TKO,2,3:27,3 Rnd (5-5-5),Mark Smith,Elbow to Head In Clinch,Middleweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,2,16,13,6,2,10,11,11,0,-1,-4,0,14,0,0,0,-1,0,4.3,-29,-1,0,0,-29,-1,-30,-3,4,-24,-4,-1,-1,0,0,0,0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Stansbury,Devin Clark,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Tony Weeks 27 - 30. Patricia Morse-Jarman 27 - 30. Rick Winter 28 - 29.,Light Heavyweight Bout,The Ultimate Fighter: Tournament of Champions Finale,"Las Vegas, Nevada, USA",12/3/16,3,-17,-7,-20,-2,3,-5,0,3,0,0,3,0,0,-1,-1,2,0,-2.75,-12,-7,-4,-1,-8,-6,-10,4,-2,-10,2,0,0,0,-2,0,0,1.666666667,-3,-16,3,-1,-6,-15,-4,-4,2,-7,1,0,0,0,0,0,0,0.266666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Whittaker,Derek Brunson,1,0,KO/TKO,1,4:07,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance,Middleweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,1,10,2,-4,0,14,2,12,1,1,11,-3,6,1,0,-3,0,0,-1.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Matthews,Andrew Holbrook,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 28 - 29. Charlie Keech 29 - 28. Evan Field 28 - 29.,Lightweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-26,3,-24,-2,-2,5,1,-4,1,4,-6,0,0,-2,0,-1,0,-1.683333333,-1,7,-1,1,0,6,0,0,0,3,-3,0,0,2,0,-2,0,1.6,-24,5,-18,-1,-6,6,-3,-1,-2,-2,-2,-2,0,1,0,0,0,2.516666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Noke,Omari Akhmedov,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29. Evan Field 28 - 29. Albert Shen 27 - 30.,Welterweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-23,-7,-10,-2,-13,-5,-13,1,-1,-2,0,-11,0,-1,0,0,0,-3.8,6,-12,1,-1,5,-11,-2,1,6,6,0,-1,0,-1,0,0,0,-1.916666667,4,0,3,0,1,0,-2,0,3,2,0,-1,0,-1,-1,0,0,-0.733333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yusuke Kasuya,Alexander Volkanovski,0,1,KO/TKO,2,2:06,3 Rnd (5-5-5),Greg Kleynjans,Punches to Head On Ground,Lightweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,2,-16,-9,0,0,-16,-9,-16,0,0,1,-2,-15,0,-1,1,0,0,-0.933333333,-32,-11,-2,0,-30,-11,-29,0,-1,0,0,-30,0,-1,0,0,0,-1.766666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Rountree Jr.,Tyson Pedro,0,1,Submission,1,4:07,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Light Heavyweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,1,-5,-2,-4,-3,-1,1,3,-1,-3,-1,0,0,1,-2,0,-1,0,-3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seo Hee Ham,Danielle Taylor,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 29 - 28. Anthony Dimitriou 27 - 30. Evan Field 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,2,-21,0,0,2,-21,4,-1,-1,2,0,0,0,0,0,0,0,0,-3,-12,1,0,-4,-12,-2,0,-2,-4,0,0,0,0,-1,0,0,0.116666667,-12,-12,0,0,-12,-12,-15,2,1,-12,0,0,0,0,0,0,0,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Kelly,Chris Camozzi,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 28 - 29. Albert Shen 28 - 29. Charlie Keech 27 - 30.,Middleweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-10,1,7,0,-17,1,-9,-4,-4,-16,-1,0,0,2,0,0,0,0.75,22,3,15,3,7,0,5,2,0,2,1,4,0,1,0,0,0,4.216666667,6,8,13,5,-7,3,-8,0,1,-8,0,1,0,1,0,0,0,1.766666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Brown,Jon Tuck,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Christopher Shen 29 - 28. Anthony Dimitriou 28 - 29. Evan Field 28 - 29.,Lightweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-36,5,-27,-1,-9,6,-8,-1,0,0,-1,-8,-1,0,-1,1,0,-3.666666667,2,19,0,0,2,19,5,-2,-1,2,0,0,0,0,0,0,0,0,1,23,-1,0,2,23,1,-1,2,1,1,0,0,0,1,0,0,-0.116666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Walsh,Jonathan Meunier,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Anthony Dimitriou 27 - 30. Albert Shen 27 - 30. Ben Cartlidge 28 - 29.,Welterweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-20,1,-5,0,-15,1,-6,-1,-8,-11,-3,-1,0,-1,0,0,0,-0.45,-36,-6,-6,0,-30,-6,-18,-7,-5,-24,-6,0,0,0,2,0,0,0.283333333,-16,-3,-5,3,-11,-6,-8,-1,-2,-10,-3,2,0,2,2,1,0,1.716666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Nguyen,Geane Herrera,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Barry Foley 27 - 30. Ben Cartlidge 26 - 30. Christopher Shen 27 - 30.,Flyweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,36,10,4,0,32,10,21,5,6,23,9,0,1,0,-1,0,0,-0.5,31,23,3,0,28,23,21,4,3,25,3,0,0,-1,0,0,0,-0.1,23,32,0,0,23,32,17,5,1,23,0,0,0,0,-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Hooker,Jason Knight,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John Sharp,Christopher Shen 28 - 29. Evan Field 27 - 30. Charlie Keech 26 - 30.,Featherweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,9,-34,6,0,3,-34,4,-3,2,5,0,-2,0,-2,0,-1,1,-0.483333333,-18,-9,-17,-2,-1,-7,-2,0,1,0,0,-1,0,-2,-1,-3,0,-3.35,-13,-32,1,0,-14,-32,-9,-4,-1,-13,-1,0,0,0,-8,0,0,-0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlon Vera,Guangyou Ning,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Steve Perceval,Barry Foley 28 - 29. Charlie Keech 28 - 29. Albert Shen 28 - 29.,Featherweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,3,-2,5,2,-2,-4,0,-1,-1,-3,1,0,0,1,0,2,0,1.683333333,-36,-19,-15,-7,-21,-12,-12,1,-10,-6,0,-15,0,0,2,0,0,-2.166666667,13,-9,0,0,13,-9,9,3,1,2,0,11,1,0,-1,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yao Zhikui,Jenel Lausa,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Greg Kleynjans,Ben Cartlidge 27 - 30. Anthony Dimitriou 27 - 30. Evan Field 27 - 30.,Flyweight Bout,UFC Fight Night: Whittaker vs. Brunson,"Melbourne, Victoria, Australia",11/26/16,3,-10,13,0,0,-10,13,-14,-1,5,-10,0,0,-1,-1,1,0,0,-0.133333333,-11,3,-10,-3,-1,6,-4,1,2,-7,1,5,-1,1,3,-1,0,1.2,-16,23,0,0,-16,23,-20,1,3,-16,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bader,Rogerio Nogueira,1,0,KO/TKO,3,3:51,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punches to Head From Half Guard,Light Heavyweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,43,9,9,2,34,7,30,1,3,2,0,32,0,1,0,0,0,3.383333333,28,3,16,1,12,2,9,2,1,2,0,10,0,3,0,1,0,4.766666667,46,12,9,0,37,12,32,5,0,2,0,35,0,1,0,0,0,3.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Almeida,Albert Morales,1,0,KO/TKO,2,1:37,3 Rnd (5-5-5),Eduardo Herdy,Punches to Head At Distance,Bantamweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,2,10,-15,1,0,9,-15,4,2,3,9,0,0,0,-1,-1,0,0,-0.5,14,-3,0,0,14,-3,13,1,0,14,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claudia Gadelha,Cortney Casey,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,Hallison Pontes 27 - 30. Joseph Terrell 27 - 30. Fabio Alves 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,-7,0,-3,0,-4,0,0,-2,-2,0,-4,0,0,1,-1,0,0,2.066666667,-5,4,-6,-1,1,5,5,-4,0,0,0,1,0,2,0,0,0,2,9,-4,-6,1,15,-5,15,2,-2,11,2,2,0,3,0,1,0,2.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thales Leites,Krzysztof Jotko,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Eric Colon 27 - 29. Hallison Pontes 27 - 30. Joseph Terrell 27 - 30.,Middleweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,-19,-12,-15,-1,-4,-11,-3,-1,0,0,-3,-1,0,1,1,1,-1,0.25,-28,-14,-9,-2,-19,-12,-16,-2,-1,-5,-1,-13,0,-1,4,0,0,-2.333333333,-42,-14,-27,-6,-15,-8,-14,-1,0,0,-1,-14,0,0,1,0,0,-3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warlley Alves,Kamaru Usman,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Guilherme Bravo 27 - 29. Fabio Alves 26 - 30. Eric Colon 28 - 29.,Welterweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,-6,-7,0,0,-6,-7,-7,-1,2,-7,1,0,0,0,0,0,0,0,-34,-9,-23,-2,-11,-7,-15,4,0,-10,-1,0,0,0,-1,0,0,-1.666666667,-63,-23,-34,-6,-29,-17,-25,-5,1,-19,-1,-9,0,-1,0,0,0,-3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Moraes,Zak Ottow,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Eduardo Herdy,Hallison Pontes 29 - 28. Joseph Terrell 27 - 30. Guilherme Bravo 27 - 30.,Welterweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,4,3,4,0,0,3,1,0,-1,-4,0,4,0,1,0,0,0,3.316666667,-5,-25,0,0,-5,-25,-9,2,2,-5,0,0,0,0,1,0,0,0,4,-19,8,0,-4,-19,6,-6,-4,-6,0,2,0,0,0,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cezar Ferreira,Jack Hermansson,1,0,Submission,2,2:11,3 Rnd (5-5-5),Fernando Portella,Arm Triangle From Half Guard,Middleweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,2,-1,-8,0,0,-1,-8,0,2,-3,-1,0,0,0,0,0,0,0,-0.033333333,-3,-7,0,0,-3,-7,0,0,-3,-3,0,0,0,1,0,1,0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Rogerio de Lima,Gadzhimurad Antigulov,0,1,Submission,1,1:07,3 Rnd (5-5-5),Vitor Ribeiro,Guillotine Choke On Ground,Light Heavyweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,1,11,0,9,0,2,0,2,0,0,0,2,0,0,-1,0,-1,1,-0.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Eduardo,Manvel Gamburyan,1,0,KO/TKO,2,0:46,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance,Bantamweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,2,2,9,0,0,2,9,-3,-3,8,5,-3,0,0,0,-2,0,0,0.416666667,13,6,0,0,13,6,11,0,2,3,0,10,1,0,-1,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Henrique,Christian Colombo,1,0,Submission,3,2:12,3 Rnd (5-5-5),Fernando Portella,Guillotine Choke On Ground,Heavyweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,3,22,10,8,6,14,4,13,0,1,5,1,8,0,2,0,0,0,3.416666667,-7,2,-12,3,5,-1,6,-1,0,-1,-1,7,0,3,0,1,0,4.2,10,7,1,0,9,7,6,2,1,3,0,6,0,1,0,1,0,1.616666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Munhoz,Justin Scoggins,1,0,Submission,2,1:55,3 Rnd (5-5-5),Vitor Ribeiro,Guillotine Choke On Ground,Bantamweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,2,-4,-8,0,0,-4,-8,-8,-2,6,-2,-1,-1,0,-1,3,0,0,-0.066666667,-12,1,0,0,-12,1,-9,-1,-2,-12,0,0,0,0,1,1,0,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francimar Barroso,Darren Stewart,1,0,Overturned,1,1:34,3 Rnd (5-5-5),Eduardo Herdy,Head Butt by Stewart,Light Heavyweight Bout,UFC Fight Night: Bader vs. Nogueira,"Sao Paulo, Sao Paulo, Brazil",11/19/16,1,-13,-2,-6,0,-7,-2,-6,-1,0,0,-1,-6,0,-1,-1,0,0,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gegard Mousasi,Uriah Hall,1,0,KO/TKO,1,4:37,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head From Half Guard,Middleweight Bout,UFC Fight Night: Mousasi vs. Hall 2,"Belfast, Northern Ireland, United Kingdom",11/19/16,1,8,7,0,0,8,7,12,0,-4,-4,0,12,0,1,1,0,0,0.733333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Pearson,Stevie Ray,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Leon Roberts,Pawel Harasim 27 - 30. Andreas Gruner 30 - 27. Takeo Kobayashi 27 - 30.,Lightweight Bout,UFC Fight Night: Mousasi vs. Hall 2,"Belfast, Northern Ireland, United Kingdom",11/19/16,3,4,-8,6,1,-2,-9,-4,3,-1,-2,0,0,0,-1,0,0,0,-0.233333333,-6,1,2,0,-8,1,-2,1,-7,-6,-2,0,0,0,-2,0,0,-2.833333333,0,-6,1,0,-1,-6,-2,8,-7,-2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Johnson,Alexander Volkov,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Grant Waterman,Howard Hughes 28 - 29. Peter Lavery 30 - 27. Takeo Kobayashi 28 - 29.,Heavyweight Bout,UFC Fight Night: Mousasi vs. Hall 2,"Belfast, Northern Ireland, United Kingdom",11/19/16,3,-2,2,-7,0,5,2,4,1,0,-8,-5,18,1,-1,0,0,0,1.933333333,-9,3,-11,-2,2,5,2,0,0,-3,1,4,0,1,1,0,0,0.1,-18,-1,-9,-5,-9,4,-5,-5,1,-7,-2,0,0,0,5,0,0,-1.233333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artem Lobov,Teruto Ishihara,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Mark Collett 27 - 30. Pawel Harasim 27 - 30. Peter Lavery 28 - 29.,Featherweight Bout,UFC Fight Night: Mousasi vs. Hall 2,"Belfast, Northern Ireland, United Kingdom",11/19/16,3,0,-4,0,0,0,-4,7,-3,-4,0,0,0,0,0,-1,0,0,0,20,8,0,0,20,8,10,2,8,17,3,0,0,0,-1,0,0,0,11,-1,-3,-4,14,3,8,1,5,12,0,2,-1,1,-2,0,0,-0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnus Cedenblad,Jack Marshman,0,1,KO/TKO,2,3:40,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,Middleweight Bout,UFC Fight Night: Mousasi vs. Hall 2,"Belfast, Northern Ireland, United Kingdom",11/19/16,2,36,10,33,3,3,7,5,-2,0,-2,0,5,-1,2,0,0,0,4.283333333,-8,-9,1,0,-9,-9,-13,1,3,-5,0,-4,-1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
